workerid,rt,trial_type,actual_utterance,name,object_level,gender,num_objects,object,effect,actual_cause,quantifier,actual_effect_question,cause,response,other_gender,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
2,6778,cause_effect_prior,"""Some of the kids laughed.""",Christina,object_high,F,6,kids,laughed,Christina told a joke to  6 kids.,Some,Do you think these are normal kids?,told a joke to __,yes,M,10,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,11798,cause_effect_prior,"""Everyone with the selfie craze these days.""",Melissa,object_high,F,7,cameras,flashed,Melissa took a picture with  7 cameras.,long_filler,Do you think these are normal cameras?,took a picture with __,no,M,11,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,4566,cause_effect_prior,"""Some of the boxes broke.""",Anna,object_mid,F,7,boxes,broke,Anna ran  7 boxes  over with a car.,Some,Do you think these are normal boxes?,ran __ over with a car,no,M,12,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,15410,cause_effect_prior,"""Some of the cd-players lit up.""",Andrew,object_low,M,14,cd-players,lit up,Andrew pressed the &quotecharon&quotechar button on  14 cd-players.,Some,Do you think these are normal cd-players?,pressed the &quotecharon&quotechar button on __,no,F,13,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,5212,cause_effect_prior,"""None of the card towers fell down.""",Sarah,object_high,F,11,card towers,fell down,Sarah punched  11 card towers.,None,Do you think these are normal card towers?,punched __,no,F,14,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,4661,cause_effect_prior,"""All of the bicyclists honked.""",Jennifer,object_low,F,6,bicyclists,honked,Jennifer cut off  6 bicyclists.,All,Do you think these are normal bicyclists?,cut off __,no,M,15,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,4906,cause_effect_prior,"""As usual.""",Alexander,object_high,M,4,ice cubes,melted,Alexander left  4 ice cubes  in the hot sun.,short_filler,Do you think these are normal ice cubes?,left __ in the hot sun,yes,F,16,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,4113,cause_effect_prior,"""All of the cakes stuck to the wall.""",Karen,object_mid,F,10,cakes,stuck to the wall,Karen threw  10 cakes  against a wall.,All,Do you think these are normal cakes?,threw __ against a wall,yes,M,17,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,10978,cause_effect_prior,"""I love watching fires.""",Brandon,object_low,M,7,rocks,burnt,Brandon threw  7 rocks  into a fire.,long_filler,Do you think these are normal rocks?,threw __ into a fire,no,M,18,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,4017,cause_effect_prior,"""Some of the cars stopped.""",Kenneth,object_high,M,10,cars,stopped,Kenneth pressed the brakes on  10 cars.,Some,Do you think these are normal cars?,pressed the brakes on __,yes,F,19,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,4830,cause_effect_prior,"""Some of the napkins blew away.""",Jonathan,object_high,M,12,napkins,blew away,Jonathan left  12 napkins  on a table on a windy day.,Some,Do you think these are normal napkins?,left __ on a table on a windy day,no,M,20,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,7107,cause_effect_prior,"""None of the bike lights ran out of batteries.""",Heather,object_mid,F,6,bike lights,ran out of batteries,Heather left  6 bike lights  on (and unplugged) all day.,None,Do you think these are normal bike lights?,left __ on (and unplugged) all day,no,F,21,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,4358,cause_effect_prior,"""None of the strawberries were green.""",Emily,object_low,F,12,strawberries,were green,Emily saw  12 strawberries.,None,Do you think these are normal strawberries?,saw __,no,F,22,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,9192,cause_effect_prior,"""Nothing surprising there.""",Timothy,object_mid,M,13,butterflies,ate the seeds,Timothy left seeds out for  13 butterflies.,short_filler,Do you think these are normal butterflies?,left seeds out for __,yes,F,23,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,5433,cause_effect_prior,"""Some of the old cars beeped.""",Amanda,object_mid,F,10,old cars,beeped,Amanda left the lights on in  10 old cars.,Some,Do you think these are normal old cars?,left the lights on in __,yes,F,24,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,4266,cause_effect_prior,"""Some of the shopping carts rolled.""",Samuel,object_mid,M,6,shopping carts,rolled,Samuel pushed  6 shopping carts.,Some,Do you think these are normal shopping carts?,pushed __,yes,F,25,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,5556,cause_effect_prior,"""Nothing out of the ordinary.""",Ryan,object_low,M,12,eggs,popped,Ryan poked  12 eggs  with a pin.,short_filler,Do you think these are normal eggs?,poked __ with a pin,yes,M,26,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,8123,cause_effect_prior,"""Why always the red?""",Deborah,object_low,F,9,white tablecloths,got stained,Deborah spilled red nail polish on  9 white tablecloths.,long_filler,Do you think these are normal white tablecloths?,spilled red nail polish on __,yes,M,27,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,4366,cause_effect_prior,"""None of the balls of tin foil exploded.""",Dorothy,object_mid,F,13,balls of tin foil,exploded,Dorothy heated up  13 balls of tin foil  in a microwave.,None,Do you think these are normal balls of tin foil?,heated up __ in a microwave,no,F,28,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,8848,cause_effect_prior,"""All of the birthday cards had the letter Z in them.""",Susan,object_low,F,5,birthday cards,had the letter Z in them,Susan wrote  5 birthday cards.,All,Do you think these are normal birthday cards?,wrote __,no,F,29,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,6984,cause_effect_prior,"""That reminds me I need to visit my grandma.""",Rachel,object_high,F,15,berries,froze,Rachel put  15 berries  in the freezer.,long_filler,Do you think these are normal berries?,put __ in the freezer,yes,M,30,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,6511,cause_effect_prior,"""Some of the coins landed flat.""",Lisa,object_high,F,4,coins,landed flat,Lisa tossed  4 coins.,Some,Do you think these are normal coins?,tossed __,no,F,31,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
2,4340,cause_effect_prior,"""Pretty normal.""",Thomas,object_low,M,14,poems,rhymed,Thomas wrote  14 poems.,short_filler,Do you think these are normal poems?,wrote __,yes,M,32,Engllish,1,Female,51,,Yes,2,Windows,1024,1280,Chrome,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,34MAJL3QP4MU63F7S8DT7BKDD4T43X,2,Submitted,Wed Jul 01 00:09:26 PDT 2015,Tue Jun 30 07:25:24 PDT 2015,Tue Jun 30 07:29:26 PDT 2015,,,,,,[],{},3.969316666666667
3,8397,cause_effect_prior,"""I guess once a jokester, always a jokester.""",Shirley,object_low,F,14,lawyers,laughed,Shirley told a joke to  14 lawyers.,long_filler,Do you think these are normal lawyers?,told a joke to __,yes,M,3,english,2,Female,25,,Yes,3,Mac,1050,1680,Firefox,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,35DR22AR5DJL453HCJFY4MHB6ZYX35,3,Submitted,Wed Jul 01 00:09:46 PDT 2015,Tue Jun 30 07:24:28 PDT 2015,Tue Jun 30 07:29:46 PDT 2015,,,,,,[],{},2.830633333333333
3,5709,cause_effect_prior,"""None of the fireworks exploded.""",Jerry,object_mid,M,7,fireworks,exploded,Jerry lit  7 fireworks.,None,Do you think these are normal fireworks?,lit __,no,F,4,english,2,Female,25,,Yes,3,Mac,1050,1680,Firefox,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,35DR22AR5DJL453HCJFY4MHB6ZYX35,3,Submitted,Wed Jul 01 00:09:46 PDT 2015,Tue Jun 30 07:24:28 PDT 2015,Tue Jun 30 07:29:46 PDT 2015,,,,,,[],{},2.830633333333333
3,4728,cause_effect_prior,"""Typical.""",Julie,object_high,F,14,marbles,sank,Julie threw  14 marbles  into a pool.,short_filler,Do you think these are normal marbles?,threw __ into a pool,yes,M,5,english,2,Female,25,,Yes,3,Mac,1050,1680,Firefox,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,35DR22AR5DJL453HCJFY4MHB6ZYX35,3,Submitted,Wed Jul 01 00:09:46 PDT 2015,Tue Jun 30 07:24:28 PDT 2015,Tue Jun 30 07:29:46 PDT 2015,,,,,,[],{},2.830633333333333
3,6397,cause_effect_prior,"""Some of the bike lights ran out of batteries.""",Diane,object_mid,F,8,bike lights,ran out of batteries,Diane left  8 bike lights  on (and unplugged) all day.,Some,Do you think these are normal bike lights?,left __ on (and unplugged) all day,yes,M,6,english,2,Female,25,,Yes,3,Mac,1050,1680,Firefox,311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,3L31T0COU81JSRPIOAR5P47YUU2GQJ,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.50,Tue Jun 30 07:19:18 PDT 2015,60,0,6,0,Unassignable,NotReviewed,1 cond,2400,60000,Thu Jul 30 07:19:18 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RRFPOZ6PPB17Q4DHH5B7Z3,35DR22AR5DJL453HCJFY4MHB6ZYX35,3,Submitted,Wed Jul 01 00:09:46 PDT 2015,Tue Jun 30 07:24:28 PDT 2015,Tue Jun 30 07:29:46 PDT 2015,,,,,,[],{},2.830633333333333
